From	To
I7FS91	MSMEI_5265
A0R3B6	MSMEG_5413
A0R3B7	MSMEG_5414
A0R3B8	eno
A0R3B9	MSMEG_5416
I7GE35	MSMEI_5268
A0R3C1	MSMEG_5418
I7G7L6	MSMEI_5269
A0R3C4	mazG
I7G7M2	mfd
A0R3C5	mfd
I7FS97	MSMEI_5275
A0R3C6	MSMEG_5424
A0R3C7	glmU
I7FK71	prs
A0R3C8	prs
I7GE44	MSMEI_5279
A0R3C9	arsC
A0R3D0	MSMEG_5429
I7G7M5	lpqT
I7FSA0	MSMEI_5281
A0R3D1	MSMEG_5430
I7GFB2	rplY
A0R3D2	rplY
A0R3D3	pth
A0R3D6	MSMEG_5435
A0R3D7	ispE
I7GFB6	MSMEI_5287
A0R3D8	MSMEG_5437
I7FK81	ksgA
A0R3D9	ksgA
I7G7N5	tatD
A0R3E1	MSMEG_5440
I7FSA8	metG
A0R3E2	metG
I7GFB9	MSMEI_5292
A0R3E3	MSMEG_5442
I7FK86	MSMEI_5293
A0R3E4	MSMEG_5443
I7G7P0	MSMEI_5295
A0R3E6	pabB
I7FSB5	rsmI
A0R3E7	rsmI
I7GE59	arcA
A0R3F0	arcA
A0R3F1	soxR
I7G7P5	MSMEI_5300
A0R3F3	MSMEG_5452
I7GFC5	MSMEI_5302
I7GE63	MSMEI_5304
A0R3F5	MSMEG_5454
I7GFC7	MSMEI_5307
A0R3F8	MSMEG_5457
A0R3F9	MSMEG_5458
I7GE66	MSMEI_5309
A0R3G1	MSMEG_5460
I7G7R0	MSMEI_5315
A0R3G6	MSMEG_5466
I7FKB5	rimJ
A0R3G9	MSMEG_5469
I7GE74	moeA1
A0R3H0	MSMEG_5470
I7GE78	MSMEI_5325
A0R3H5	MSMEG_5475
I7G7S2	MSMEI_5326
A0R3H6	gcl
I7FSE2	MSMEI_5327
A0R3H7	MSMEG_5477
I7GFD6	MSMEI_5328
A0R3H8	MSMEG_5478
A0R3H9	MSMEG_5479
I7G7T0	mscL
A0R3I2	mscL
A0R3I4	MSMEG_5484
I7FKD5	MSMEI_5334
A0R3I6	MSMEG_5486
A0R3I7	mprB
A0R3I8	mprA
A0R3I9	rpmF
I7FKE1	fadE13
A0R3J1	MSMEG_5491
I7G7U3	accA2
A0R3J3	MSMEG_5493
I7FSF9	fadE12
A0R3J4	MSMEG_5494
I7GFD9	echA7
A0R3J5	MSMEG_5495
A0R3K4	MSMEG_5504
I7GE98	MSMEI_5350
I7G7V7	MSMEI_5351
A0R3K5	MSMEG_5505
I7FKG6	MSMEI_5359
A0R3L0	MSMEG_5511
I7GEA6	MSMEI_5360
A0R3L1	MSMEG_5512
A0R3L2	MSMEG_5513
I7G7W9	MSMEI_5361
I7FSH8	MSMEI_5362
A0R3L3	MSMEG_5514
I7GFE4	purH
A0R3L4	purH
A0R3L5	purN
I7FKH1	purN
I7GEB0	MSMEI_5365
A0R3L6	MSMEG_5517
I7GFE5	MSMEI_5368
A0R3L9	MSMEG_5520
I7FKH8	MSMEI_5369
A0R3M0	MSMEG_5521
I7GEB4	MSMEI_5370
A0R3M1	MSMEG_5522
I7G7Y2	MSMEI_5371
A0R3M2	MSMEG_5523
I7FSI8	sucD
A0R3M3	sucD
A0R3M4	sucC
I7FSJ9	pcrA
A0R3N3	pcrA
A0R3N5	MSMEG_5536
I7G7Z8	MSMEI_5386
A0R3N8	MSMEG_5538
A0R3N9	pgi
A0R3P0	MSMEG_5540
I7GFF4	MSMEI_5388
A0R3P1	MSMEG_5542
I7FKK4	MSMEI_5389
I7G801	MSMEI_5391
A0R3P3	MSMEG_5544
I7FSK9	MSMEI_5392
A0R3P4	MSMEG_5545
I7GED3	MSMEI_5395
A0R3P7	cobF
A0R3Q0	cheR
I7GED7	MSMEI_5400
A0R3Q2	MSMEG_5554
I7FSM1	MSMEI_5402
I7GEE1	MSMEI_5405
A0R3Q4	MSMEG_5557
I7GFG3	MSMEI_5408
A0R3Q7	MSMEG_5560
A0R3Q8	rnhA
I7FSP5	MSMEI_5412
A0R3R0	MSMEG_5563
A0R3R3	MSMEG_5566
I7GEG6	MSMEI_5415
I7G863	MSMEI_5416
A0R3R4	MSMEG_5567
I7FSQ8	MSMEI_5417
A0R3R5	MSMEG_5568
I7GEG9	MSMEI_5420
A0R3R8	MSMEG_5571
I7GFH9	MSMEI_5423
A0R3S1	MSMEG_5574
A0R3S3	MSMEG_5576
I7G880	MSMEI_5426
I7FSR4	MSMEI_5427
A0R3S4	MSMEG_5577
A0R3S7	ku
I7GEH9	MSMEI_5435
A0R3T1	MSMEG_5584
I7GFI5	mntH
A0R3T6	mntH
I7FKT6	MSMEI_5439
A0R3T7	MSMEG_5591
A0R3T8	MSMEG_5590
I7G8A0	MSMEI_5441
A0R3T9	MSMEG_5592
I7FSS5	MSMEI_5442
A0R3U0	MSMEG_5593
I7GFI7	MSMEI_5443
A0R3U1	MSMEG_5594
I7G8A5	MSMEI_5446
A0R3U4	MSMEG_5597
A0R3U7	MSMEG_5601
I7GEI7	MSMEI_5451
A0R3U9	MSMEG_5603
I7FST1	MSMEI_5453
I7FKU5	MSMEI_5455
A0R3V1	MSMEG_5605
I7GFJ3	MSMEI_5459
A0R3V5	MSMEG_5609
I7GFJ5	MSMEI_5464
A0R3W0	MSMEG_5615
I7G8C2	MSMEI_5467
A0R3W3	MSMEG_5617
A0R3X5	MSMEG_5629
I7GFK1	MSMEI_5479
I7G8D7	MSMEI_5482
A0R3X8	MSMEG_5632
I7FSU9	MSMEI_5483
A0R3X9	MSMEG_5633
I7GFK3	MSMEI_5484
A0R3Y0	MSMEG_5634
I7FKW8	MSMEI_5485
A0R3Y1	MSMEG_5635
I7GEK0	ctpE
A0R3Y2	MSMEG_5636
I7G8E3	MSMEI_5487
A0R3Y3	MSMEG_5637
I7FSV3	MSMEI_5488
A0R3Y4	MSMEG_5638
I7GFK5	echA6
A0R3Y5	MSMEG_5639
I7G8E8	accD3
A0R3Y8	MSMEG_5642
I7GFK7	MSMEI_5494
A0R3Z0	MSMEG_5644
I7FKX3	MSMEI_5495
A0R3Z1	MSMEG_5645
I7GFK9	fadD35
A0R3Z4	MSMEG_5649
I7FKX6	MSMEI_5500
A0R3Z5	MSMEG_5650
A0R3Z8	MSMEG_5654
I7GFL1	MSMEI_5504
I7GFL3	MSMEI_5509
A0R403	MSMEG_5658
A0R404	MSMEG_5659
I7FKY3	MSMEI_5510
I7GEL2	MSMEI_5511
A0R405	MSMEG_5660
I7FSX2	prrA
A0R407	prrA
I7GFL5	prrB
A0R408	MSMEG_5663
I7FKY7	MSMEI_5515
A0R409	MSMEG_5664
I7GEL4	MSMEI_5516
A0R411	MSMEG_5666
I7G8H5	MSMEI_5517
A0R412	MSMEG_5667
A0R414	MSMEG_5668
I7GFL6	MSMEI_5519
A0R416	MSMEG_5671
I7GEL6	MSMEI_5521
I7G8I0	gltA2
A0R417	gltA
I7FSY2	MSMEI_5523
A0R418	MSMEG_5673
A0R420	pdxH
I7GEM0	citA
A0R421	MSMEG_5676
I7G8I6	MSMEI_5527
A0R422	MSMEG_5677
I7FSY6	MSMEI_5528
A0R423	MSMEG_5678
I7GFM0	MSMEI_5529
A0R424	MSMEG_5679
I7FL00	MSMEI_5530
A0R425	MSMEG_5680
I7GEM3	fprB
A0R426	MSMEG_5681
I7GFM2	serC
A0R429	serC
I7FL03	MSMEI_5535
A0R430	MSMEG_5685
I7G8J7	MSMEI_5537
A0R432	MSMEG_5687
I7FL07	MSMEI_5540
A0R435	MSMEG_5690
I7GEM8	MSMEI_5541
A0R436	MSMEG_5691
A0R439	MSMEG_5694
I7FSZ7	MSMEI_5543
I7FL10	cspB
A0R441	MSMEG_5696
I7GEN2	MSMEI_5546
A0R442	MSMEG_5697
A0R443	moaA
A0R444	MSMEG_5699
I7FT00	moaD2
I7FL16	moaE2
A0R446	moaE
I7GEN5	mog
A0R447	MSMEG_5702
I7G8L4	moaC2
A0R448	moaC
I7FT03	MSMEI_5553
A0R449	MSMEG_5704
I7GFN0	MSMEI_5554
A0R450	MSMEG_5705
I7GEN9	MSMEI_5556
A0R452	MSMEG_5707
A0R453	MSMEG_5708
I7G8M1	MSMEI_5557
I7GEP3	MSMEI_5561
A0R458	MSMEG_5712
I7GFN4	MSMEI_5564
A0R461	MSMEG_5715
I7FL29	MSMEI_5565
A0R462	MSMEG_5717
I7G8N1	MSMEI_5567
A0R464	MSMEG_5719
I7FT13	fadB
A0R465	MSMEG_5720
I7GFN6	MSMEI_5569
A0R466	MSMEG_5721
A0R467	MSMEG_5722
I7FL34	MSMEI_5570
I7G8N6	MSMEI_5572
A0R469	MSMEG_5724
I7FT16	MSMEI_5573
A0R470	MSMEG_5725
A0R471	MSMEG_5726
I7GFN8	MSMEI_5574
I7FL39	alc
A0R472	alc
I7GEQ4	MSMEI_5576
A0R473	MSMEG_5728
A0R477	MSMEG_5732
I7FL44	MSMEI_5580
I7GEQ8	MSMEI_5581
A0R478	MSMEG_5733
I7G8P8	far
A0R479	MSMEG_5734
A0R480	kdc
I7GFP2	MSMEI_5584
A0R481	MSMEG_5736
I7FL49	MSMEI_5585
A0R482	MSMEG_5738
A0R484	MSMEG_5739
I7GER2	fadD9
I7FT32	MSMEI_5593
A0R492	MSMEG_5747
A0R497	MSMEG_5753
I7GFP8	MSMEI_5599
A0R4A7	MSMEG_5766
I7GFQ1	MSMEI_5613
A0R4A8	MSMEG_5767
I7FL73	MSMEI_5614
A0R4A9	MSMEG_5768
I7GES9	MSMEI_5615
I7FT50	MSMEI_5617
A0R4B1	MSMEG_5770
I7FL78	des
A0R4B3	MSMEG_5773
I7GET3	dus
A0R4B5	MSMEG_5774
I7FT54	phoU2
A0R4B7	phoU
I7FL83	MSMEI_5625
A0R4B9	MSMEG_5778
A0R4C0	pstB
I7G8T7	MSMEI_5627
A0R4C1	pstA
I7GFQ7	pstS3
A0R4C3	pstS
A0R4C4	MSMEG_5784
I7GEU0	MSMEI_5631
I7G8U1	MSMEI_5632
A0R4C5	MSMEG_5785
I7FT63	thiX
A0R4C6	MSMEG_5786
I7FL92	MSMEI_5635
A0R4C8	MSMEG_5788
A0R4C9	MSMEG_5789
A0R4D0	MSMEG_5790
A0R4D2	MSMEG_5792
I7GEU9	dat
A0R4D5	MSMEG_5795
I7G8V2	MSMEI_5642
A0R4D6	MSMEG_5796
I7FT73	MSMEI_5643
A0R4D7	MSMEG_5797
I7GFR3	purM
A0R4D8	purM
A0R4D9	MSMEG_5799
I7FLA3	MSMEI_5645
I7GEV3	purF
A0R4E0	purF
A0R4E4	MSMEG_5804
I7GFR5	MSMEI_5649
A0R4F6	MSMEG_5816
I7GFR8	MSMEI_5659
I7FLB8	MSMEI_5660
A0R4F7	MSMEG_5817
I7FLC2	MSMEI_5665
A0R4G3	MSMEG_5823
I7GEW9	purL
A0R4G4	purL
I7GFS2	MSMEI_5669
A0R4G7	MSMEG_5827
I7FLC6	apeB
A0R4G8	apeB
I7GEX3	MSMEI_5671
A0R4G9	MSMEG_5829
I7G8Y9	cfp29
A0R4H0	MSMEG_5830
I7FTA1	purQ
A0R4H1	purQ
A0R4H3	MSMEG_5834
I7GEX7	MSMEI_5676
A0R4H4	MSMEG_5835
I7GFS6	MSMEI_5679
A0R4H6	MSMEG_5837
I7FLD6	MSMEI_5680
A0R4H7	MSMEG_5838
I7G901	ptrB
A0R4H9	MSMEG_5839
A0R4I0	purC
I7GFS8	MSMEI_5684
A0R4I1	MSMEG_5842
I7FTB4	cyp126
A0R4I5	MSMEG_5846
I7FLE5	MSMEI_5690
A0R4I7	MSMEG_5849
A0R4J3	MSMEG_5854
I7GFT4	MSMEI_5699
A0R4J7	MSMEG_5858
I7FLF3	aldA
A0R4J8	MSMEG_5859
I7GEZ5	MSMEI_5701
A0R4J9	MSMEG_5860
I7FTC7	MSMEI_5703
A0R4K1	MSMEG_5862
I7GFT6	cyp51
A0R4K2	MSMEG_5863
A0R4K4	MSMEG_5865
I7GEZ8	MSMEI_5706
I7G927	adhB
A0R4K5	MSMEG_5866
I7GF02	MSMEI_5711
A0R4K9	MSMEG_5871
A0R4L0	MSMEG_5870
I7G934	phoR
I7GFU0	MSMEI_5714
A0R4L2	MSMEG_5873
I7GF06	MSMEI_5717
A0R4L4	MSMEG_5875
A0R4L5	MSMEG_5877
I7G940	MSMEI_5718
A0R4L6	MSMEG_5878
I7FTE3	cut1
I7GF10	MSMEI_5722
A0R4L9	MSMEG_5881
I7GFU4	MSMEI_5725
A0R4M2	MSMEG_5884
I7FLH0	MSMEI_5726
A0R4M3	MSMEG_5885
I7GF15	echA13
A0R4M4	MSMEG_5886
I7GFU6	MSMEI_5730
A0R4M8	MSMEG_5890
A0R4M9	otsA
I7G956	MSMEI_5733
A0R4N1	MSMEG_5893
I7GFU8	mce4F
A0R4N3	MSMEG_5895
A0R4N4	MSMEG_5896
I7FLI0	lprN
I7GF25	MSMEI_5737
A0R4N5	MSMEG_5897
I7G963	mce4C
A0R4N6	MSMEG_5898
I7FTG7	mce4B
A0R4N7	MSMEG_5899
I7GFV0	mce4A
A0R4N8	MSMEG_5900
I7FLI5	yrbE4B
A0R4N9	MSMEG_5901
I7GF30	MSMEI_5742
A0R4P0	MSMEG_5902
I7G970	MSMEI_5743
A0R4P1	MSMEG_5903
I7FLI9	fadE26
A0R4P4	MSMEG_5906
I7GF35	fadE27
A0R4P5	MSMEG_5907
A0R4Q0	gabD2
I7G986	MSMEI_5753
A0R4Q1	MSMEG_5913
I7FTI4	fadD19
A0R4Q2	MSMEG_5914
I7GFV5	MSMEI_5755
A0R4Q3	MSMEG_5915
I7GFV7	MSMEI_5760
A0R4Q8	MSMEG_5920
A0QPB4	MSMEG_0339
I7FD24	MSMEI_0332
I7G9A0	ltp3
A0R4R1	MSMEG_5923
I7FTJ6	MSMEI_5764
A0R4R2	MSMEG_5924
A0R4R3	kshA
I7FLL1	MSMEI_5767
A0R4R4	MSMEG_5927
I7FLL6	MSMEI_5772
A0R4R9	MSMEG_5931
I7GF53	MSMEI_5773
A0R4S0	MSMEG_5932
I7GFW3	MSMEI_5776
A0R4S3	MSMEG_5935
A0R4S6	bphI-2
A0R4S7	mhpF
I7FTL1	mhpD
A0R4S8	MSMEG_5940
A0R4S9	ksdD
I7FLM5	MSMEI_5782
A0R4T0	MSMEG_5943
I7GFX1	MSMEI_5796
A0R4U4	MSMEG_5956
A0R4V2	MSMEG_5964
I7G9F7	MSMEI_5804
A0R4V6	MSMEG_5968
I7G9G4	MSMEI_5809
I7FTP4	MSMEI_5810
A0R4V7	MSMEG_5969
I7GFX7	MSMEI_5811
A0R4V8	MSMEG_5970
I7FLS6	MSMEI_5827
A0R4X6	MSMEG_5988
I7GF89	MSMEI_5828
A0R4X7	MSMEG_5989
I7FTS0	fadA5
A0R4Y4	MSMEG_5996
I7GFY7	MSMEI_5836
A0R4Y5	MSMEG_5997
I7GF94	MSMEI_5838
A0R4Y7	MSMEG_5999
I7G9K9	MSMEI_5839
A0R4Y8	MSMEG_6000
I7FTS8	echA20
A0R4Y9	MSMEG_6001
I7GFY8	MSMEI_5841
A0R4Z0	MSMEG_6002
I7FLU0	MSMEI_5842
A0R4Z1	MSMEG_6003
I7GF97	MSMEI_5843
A0R4Z2	MSMEG_6004
I7GF99	fadA6
A0R4Z5	MSMEG_6008
A0R4Z6	kstR2
I7GFZ0	MSMEI_5851
A0R4Z8	MSMEG_6011
A0R4Z9	MSMEG_6012
I7FLV2	fadE30
I7G9M9	fadE31
A0R500	MSMEG_6014
I7FTU3	fadE32
A0R501	MSMEG_6015
A0R502	MSMEG_6016
I7GFZ1	fadE33
I7FLV7	aspB
A0R503	MSMEG_6017
A0R504	MSMEG_6018
I7GFA3	MSMEI_5858
I7G9N4	MSMEI_5859
A0R505	MSMEG_6019
I7FTU9	MSMEI_5860
A0R506	MSMEG_6020
I7FTV4	MSMEI_5865
A0R511	MSMEG_6024
I7GFZ4	MSMEI_5866
A0R512	MSMEG_6026
A0R513	MSMEG_6027
I7FLW8	MSMEI_5867
I7G9P3	MSMEI_5869
A0R515	MSMEG_6029
A0R516	MSMEG_6030
I7FTW0	cyp144
I7GFZ6	MSMEI_5871
A0R517	MSMEG_6032
A0R518	MSMEG_6031
I7GCX7	MSMEI_4677
A0R1L9	MSMEG_4801
I7FTW6	bphC
A0R522	MSMEG_6036
I7FLY1	MSMEI_5877
A0R524	MSMEG_6038
A0R525	kshB
A0R526	MSMEG_6040
I7G9Q5	MSMEI_5879
A0R527	MSMEG_6041
I7FTX1	fadE34
A0R528	kstR
I7FLY6	MSMEI_5882
A0R529	otsB
A0R530	MSMEG_6044
I7GFB7	MSMEI_5883
I7FTX5	MSMEI_5885
A0R532	MSMEG_6046
A0R533	MSMEG_6047
I7GG02	MSMEI_5886
A0R535	MSMEG_6049
I7GFC0	MSMEI_5888
I7GFC4	bluB
A0R538	bluB
I7G9S5	MSMEI_5894
A0R539	MSMEG_6054
I7G9T2	irpA
A0R543	MSMEG_6059
I7GG08	MSMEI_5901
A0R545	MSMEG_6061
I7FM08	MSMEI_5902
A0R546	MSMEG_6062
I7G9U0	MSMEI_5904
A0R548	MSMEG_6064
I7GG14	MSMEI_5911
A0R555	MSMEG_6071
A0R557	MSMEG_6073
A0R558	cysS
I7FU03	ispF
A0R559	ispF
I7GG16	ispD
A0R560	ispD
A0R561	carD
I7GFE1	MSMEI_5918
A0R562	MSMEG_6078
A0R563	radA
A0R564	disA
A0R565	MSMEG_6081
I7GG26	MSMEI_5921
A0R566	cynT
A0R568	MSMEG_6085
I7FM61	MSMEI_5927
I7GFE7	MSMEI_5928
A0R569	MSMEG_6086
A0R570	MSMEG_6087
I7GA01	MSMEI_5929
I7FU34	MSMEI_5930
A0R571	MSMEG_6088
I7GG33	MSMEI_5931
A0R572	MSMEG_6089
I7FM66	MSMEI_5932
A0R573	MSMEG_6090
A0R574	clpC1
I7GA06	lsr2
A0R576	MSMEG_6092
A0R577	lysS
I7FU37	lysS1
I7GG35	MSMEI_5936
A0R578	MSMEG_6095
A0R579	coaX
A0R580	panC
I7GA12	MSMEI_5939
A0R581	MSMEG_6098
A0R582	MSMEG_6099
I7FU42	MSMEI_5940
I7GG37	MSMEI_5941
A0R583	MSMEG_6100
I7FM76	folK
A0R584	folK
I7GA22	folP1
A0R586	folP
I7FU46	folE
A0R587	folE
I7GG40	ftsH
A0R588	ftsH
I7FM79	ephA
A0R589	MSMEG_6106
A0R590	MSMEG_6107
I7GFF5	MSMEI_5948
I7GA29	MSMEI_5949
A0R591	MSMEG_6108
I7FU50	lpqG
A0R592	MSMEG_6109
I7FM84	tilS
A0R594	tilS
I7GFF7	MSMEI_5953
A0R595	MSMEG_6112
I7GA32	MSMEI_5954
A0R596	dacB
A0R597	ppa
I7FU54	ppa
I7GG47	MSMEI_5966
A0R5A8	MSMEG_6126
I7FM97	MSMEI_5967
A0R5A9	MSMEG_6125
I7GFG2	rsfB
A0R5B0	MSMEG_6127
I7GA44	MSMEI_5969
A0R5B1	MSMEG_6129
I7FU65	MSMEI_5970
A0R5B2	MSMEG_6128
I7GG49	MSMEI_5971
A0R5B3	MSMEG_6130
A0R5B4	MSMEG_6131
I7FMA1	MSMEI_5972
A0R5B7	MSMEG_6134
I7FU69	MSMEI_5975
A0R5B8	MSMEG_6135
I7GG51	MSMEI_5976
I7GFG5	MSMEI_5978
A0R5C0	MSMEG_6137
I7GA54	MSMEI_5979
A0R5C1	MSMEG_6138
I7FMA8	MSMEI_5982
A0R5C4	MSMEG_6141
A0R5C5	MSMEG_6142
I7GFG7	MSMEI_5988
A0R5C8	MSMEG_6145
A0R5D3	MSMEG_6150
I7GFG8	MSMEI_5993
I7FU85	holB
A0R5D5	MSMEG_6153
A0R5D9	topA
I7GA67	MSMEI_6000
A0R5E0	MSMEG_6158
A0R5E1	cspA
I7GG60	MSMEI_6002
A0R5E2	MSMEG_6160
I7GA71	MSMEI_6005
A0R5E5	MSMEG_6163
I7FMC9	MSMEI_6013
A0R5F5	MSMEG_6173
I7FUA4	MSMEI_6016
A0R5F8	MSMEG_6176
I7GG66	MSMEI_6017
A0R5F9	MSMEG_6177
A0R5G1	acsA
A0R5G2	MSMEG_6180
I7FUA8	MSMEI_6021
I7GG68	MSMEI_6022
A0R5G4	MSMEG_6182
I7FMD4	ephE
A0R5G5	MSMEG_6184
I7GFH5	MSMEI_6024
A0R5G6	MSMEG_6183
I7GA89	MSMEI_6025
A0R5G7	MSMEG_6185
I7FUB2	MSMEI_6026
A0R5G8	MSMEG_6186
I7GG70	nth
A0R5G9	nth
I7FMD9	MSMEI_6028
A0R5H0	MSMEG_6188
I7GFH6	MSMEI_6029
A0R5H1	MSMEG_6189
I7GA94	MSMEI_6030
A0R5H2	MSMEG_6190
I7FUB6	MSMEI_6031
A0R5H3	MSMEG_6191
I7GG72	MSMEI_6032
A0R5H4	MSMEG_6192
I7FME3	MSMEI_6033
A0R5H5	MSMEG_6193
I7GFH8	MSMEI_6034
A0R5H6	MSMEG_6195
I7GA98	MSMEI_6035
A0R5H7	MSMEG_6194
I7GG74	MSMEI_6037
A0R5H9	MSMEG_6197
I7FME6	MSMEI_6038
A0R5I0	MSMEG_6198
A0R5I3	MSMEG_6201
I7GAA4	pon1
I7FUC4	MSMEI_6041
A0R5I4	MSMEG_6202
I7GG76	MSMEI_6042
A0R5I5	MSMEG_6203
I7GAA8	MSMEI_6046
A0R5I8	MSMEG_6207
I7FUC6	MSMEI_6047
A0R5I9	MSMEG_6208
I7FMF2	MSMEI_6049
A0R5J1	MSMEG_6210
I7GAB3	MSMEI_6051
A0R5J3	MSMEG_6212
I7FUD1	MSMEI_6052
A0R5J4	MSMEG_6213
I7GG79	MSMEI_6053
A0R5J5	MSMEG_6214
I7FMF7	MSMEI_6054
A0R5J6	MSMEG_6215
I7GAB5	MSMEI_6056
A0R5J8	MSMEG_6217
I7FUD5	MSMEI_6057
A0R5J9	MSMEG_6218
A0R5K0	MSMEG_6219
I7GG81	moxR2
I7FMG1	MSMEI_6059
A0R5K1	MSMEG_6220
I7GFI8	MSMEI_6060
A0R5K2	MSMEG_6221
I7FUD9	MSMEI_6062
A0R5K4	MSMEG_6223
I7FMG4	MSMEI_6064
A0R5K6	MSMEG_6224
I7GAC3	MSMEI_6066
A0R5K8	MSMEG_6227
A0R5K9	MSMEG_6228
A0R5L0	glpK
I7GG85	glpK
I7GAC8	MSMEI_6071
A0R5L3	katA
A0R5L6	MSMEG_6235
I7FMH0	MSMEI_6074
I7GAD2	MSMEI_6076
A0R5L8	MSMEG_6236
A0R5L9	MSMEG_6238
I7FUF0	MSMEI_6077
A0R5M0	MSMEG_6239
I7GG88	MSMEI_6078
A0R5M1	MSMEG_6240
I7FMH6	MSMEI_6079
I7GFJ6	MSMEI_6080
A0R5M2	MSMEG_6241
I7GAD7	MSMEI_6081
A0R5M3	MSMEG_6242
I7FUF6	MSMEI_6082
A0R5M4	MSMEG_6243
A0R5M7	egtE
A0R5M8	egtD
A0R5M9	egtC
A0R5N0	egtB
A0R5N1	egtA
I7GFK2	MSMEI_6090
A0R5N2	MSMEG_6251
I7FUG4	furA
A0R5N4	MSMEG_6253
I7GG94	MSMEI_6093
A0R5N6	MSMEG_6255
I7FMI8	asd
A0R5N7	asd
I7GFK4	ask
A0R5N8	MSMEG_6257
A0R5N9	MSMEG_6258
I7GAF2	MSMEI_6096
I7GG96	MSMEI_6098
A0R5P1	glnT
I7GAF8	MSMEI_6101
A0R5P4	MSMEG_6263
I7GG98	MSMEI_6103
A0R5P6	MSMEG_6265
A0R5P7	MSMEG_6266
I7FMJ7	MSMEI_6104
I7GFK8	MSMEI_6105
A0R5P8	MSMEG_6267
I7FUH5	mgtE
A0R5Q0	mgtE
I7GGA0	leuA
A0R5Q2	leuA
A0R5Q4	MSMEG_6273
I7GFL0	MSMEI_6110
I7GAG5	dnaQ
A0R5Q6	MSMEG_6275
I7FUH8	MSMEI_6112
A0R5Q7	MSMEG_6276
I7GGA2	cobQ2
A0R5Q8	MSMEG_6277
I7FMK6	MSMEI_6114
A0R5Q9	MSMEG_6278
A0R5R0	recR
A0R5R1	MSMEG_6280
A0R5R2	MSMEG_6281
I7FUI2	MSMEI_6117
A0R5R3	MSMEG_6282
I7GGA4	MSMEI_6118
A0R5R4	MSMEG_6283
I7FML1	MSMEI_6119
A0R5R5	MSMEG_6284
I7GFL4	dnaX
A0R5R6	dnaX
A0R5R7	MSMEG_6286
I7FUI6	MSMEI_6123
A0R5R8	MSMEG_6288
A0R5R9	MSMEG_6289
I7GGA6	MSMEI_6124
I7FML6	MSMEI_6125
A0R5S0	MSMEG_6290
I7GFL7	MSMEI_6126
A0R5S1	MSMEG_6291
I7GAH8	MSMEI_6127
A0R5S2	MSMEG_6292
I7FUI9	MSMEI_6128
A0R5S3	MSMEG_6293
I7GFL9	MSMEI_6131
A0R5S6	MSMEG_6296
I7GAI2	MSMEI_6132
A0R5S7	MSMEG_6297
A0R5T2	ligC
I7FMM9	MSMEI_6140
A0R5T5	MSMEG_6305
I7GFM3	gluQ
A0R5T6	gltX
A0R5T7	MSMEG_6307
I7GAJ0	MSMEI_6142
I7FUK0	MSMEI_6143
A0R5T8	MSMEG_6309
I7FMN3	MSMEI_6145
A0R5U1	lys1
I7GFM5	cyp123
A0R5U2	MSMEG_6312
I7GAJ4	tgt
A0R5U3	tgt
I7GGB5	dhmA1
A0R5U5	MSMEG_6314
I7GAJ8	MSMEI_6152
A0R5U8	MSMEG_6319
I7FUK8	MSMEI_6153
A0R5U9	MSMEG_6318
I7GGB7	MSMEI_6154
A0R5V0	MSMEG_6320
A0R5V1	MSMEG_6321
I7FMP3	MSMEI_6155
I7GFM9	MSMEI_6156
A0R5V2	MSMEG_6322
I7FMP9	tadA
A0R5V6	tadA
I7GFN1	MSMEI_6162
A0R5V7	MSMEG_6328
A0R5V8	MSMEG_6330
I7GAK6	tyrA
I7FMQ8	fadE36
A0R5W6	MSMEG_6337
I7GFN5	MSMEI_6172
A0R5W7	MSMEG_6338
I7GAL5	MSMEI_6173
A0R5W8	MSMEG_6340
I7GAL9	MSMEI_6178
A0R5X3	MSMEG_6343
I7GFN9	MSMEI_6182
A0R5X7	MSMEG_6348
A0R5X8	pat
I7FUN3	MSMEI_6186
A0R5X9	MSMEG_6352
I7GGC7	echA21
A0R5Y0	MSMEG_6353
I7FMS0	cut1
A0R5Y1	MSMEG_6354
A0R5Y3	MSMEG_6356
I7GAM8	MSMEI_6190
I7FMS4	MSMEI_6194
A0R5Y7	MSMEG_6361
I7GFP3	MSMEI_6195
A0R5Y8	MSMEG_6362
I7GAN2	MSMEI_6196
A0R5Y9	MSMEG_6363
A0R5Z0	bpa
I7GGD1	rfbE
A0R5Z1	MSMEG_6366
A0R5Z2	glfT1
I7GFP5	rfbD
A0R5Z3	MSMEG_6369
I7GGD3	MSMEI_6203
A0R5Z6	MSMEG_6371
I7GFP7	MSMEI_6205
A0R5Z8	MSMEG_6373
I7GAP1	MSMEI_6206
A0R5Z9	panE
A0R605	MSMEG_6380
I7GGD6	MSMEI_6213
A0R606	MSMEG_6381
A0R607	dprE1
A0R609	katG1
A0R610	dprE2
A0R611	aftA
I7FMU5	embC
A0R612	MSMEG_6387
A0R613	MSMEG_6388
I7GFQ4	embA
I7GAQ2	embB
A0R614	MSMEG_6389
I7GGE0	accD4
A0R616	MSMEG_6391
I7GFQ6	fadD32
A0R618	MSMEG_6393
I7GAQ7	MSMEI_6226
A0R619	MSMEG_6394
I7FUR4	MSMEI_6227
A0R620	MSMEG_6395
I7GGE2	mpt51
A0R621	MSMEG_6396
I7GFQ8	MSMEI_6230
A0R623	MSMEG_6398
I7GAR2	fbpA
A0R624	MSMEG_6399
I7FUR9	MSMEI_6232
